Idx,myNewStat,yyy,newstat2
77,NaN,NaN,NaN
78,NaN,NaN,NaN
79,269624,NaN,269624
80,340938,NaN,340938
81,186597,NaN,186597
82,422234,NaN,422234
83,308662,NaN,308662
84,NaN,NaN,NaN
85,NaN,NaN,NaN
86,NaN,NaN,NaN
87,NaN,NaN,NaN
88,NaN,NaN,NaN
89,NaN,NaN,NaN
90,NaN,NaN,NaN
91,NaN,NaN,NaN
92,NaN,NaN,NaN
93,NaN,NaN,NaN
94,NaN,NaN,NaN
95,NaN,NaN,NaN
96,NaN,NaN,NaN
97,NaN,NaN,NaN
98,NaN,NaN,NaN
99,NaN,NaN,NaN
100,NaN,NaN,NaN
101,NaN,NaN,NaN
102,NaN,NaN,NaN
103,NaN,NaN,NaN
104,NaN,NaN,NaN
105,NaN,NaN,NaN
106,NaN,NaN,NaN
107,NaN,NaN,NaN
108,NaN,NaN,NaN
109,NaN,NaN,NaN
110,NaN,NaN,NaN
111,NaN,NaN,NaN
112,NaN,NaN,NaN
113,NaN,NaN,NaN
114,NaN,NaN,NaN
115,NaN,NaN,NaN
116,NaN,NaN,NaN
117,82350,NaN,82350
118,275699,NaN,275699
119,203539,NaN,203539
120,91685,NaN,91685
121,269696,NaN,269696
122,65921,NaN,65921
123,68624,NaN,68624
124,216628,NaN,216628
125,82550,NaN,82550
126,68874,NaN,68874
127,193846,NaN,193846
128,139614,NaN,139614
129,225721,NaN,225721
130,157317,NaN,157317
131,207887,NaN,207887
132,179511,NaN,179511
133,270901,NaN,270901
134,90654,NaN,90654
135,NaN,NaN,NaN
136,NaN,NaN,NaN
137,NaN,NaN,NaN
138,NaN,NaN,NaN
139,NaN,NaN,NaN
140,NaN,NaN,NaN
141,NaN,NaN,NaN
142,NaN,NaN,NaN
143,NaN,NaN,NaN
144,NaN,NaN,NaN
145,NaN,NaN,NaN
146,NaN,NaN,NaN
147,NaN,NaN,NaN
148,NaN,NaN,NaN
149,NaN,NaN,NaN
150,NaN,NaN,NaN
151,NaN,NaN,NaN
152,NaN,NaN,NaN
153,NaN,NaN,NaN
154,NaN,NaN,NaN
155,NaN,NaN,NaN
156,NaN,NaN,NaN
157,NaN,NaN,NaN
158,NaN,NaN,NaN
159,NaN,NaN,NaN
160,NaN,NaN,NaN
161,NaN,NaN,NaN
162,NaN,NaN,NaN
163,NaN,NaN,NaN
164,NaN,NaN,NaN
165,NaN,NaN,NaN
166,NaN,NaN,NaN
167,NaN,NaN,NaN
168,NaN,NaN,NaN
169,NaN,NaN,NaN
170,NaN,NaN,NaN
171,NaN,NaN,NaN
172,NaN,NaN,NaN
173,767802,NaN,767802
174,137394,NaN,137394
175,270855,NaN,270855
176,217676,NaN,217676
177,NaN,NaN,NaN
178,322980,NaN,322980
179,238006,NaN,238006
180,220983,NaN,220983
181,NaN,NaN,NaN
182,126461,NaN,126461
183,794575,NaN,794575
184,345827,NaN,345827
185,439911,NaN,439911
186,170240,NaN,170240
187,198545,NaN,198545
188,230927,NaN,230927
189,157175,NaN,157175
190,211246,NaN,211246
191,259901,NaN,259901
192,202999,NaN,202999
193,272909,NaN,272909
194,92795,NaN,92795
195,113869,NaN,113869
196,109961,NaN,109961
197,379011,NaN,379011
198,NaN,NaN,NaN
199,NaN,NaN,NaN
200,NaN,NaN,NaN
201,NaN,NaN,NaN
202,182777,NaN,182777
203,58390,NaN,58390
204,298267,NaN,298267
205,173280,NaN,173280
206,138608,NaN,138608
207,77482,NaN,77482
208,86127,NaN,86127
209,NaN,NaN,NaN
210,NaN,NaN,NaN
211,NaN,NaN,NaN
212,NaN,NaN,NaN
213,NaN,NaN,NaN
214,NaN,NaN,NaN
215,NaN,NaN,NaN
216,NaN,NaN,NaN
217,NaN,NaN,NaN
218,NaN,NaN,NaN
219,NaN,NaN,NaN
220,766690,NaN,766690
221,575246,NaN,575246
222,294803,NaN,294803
223,357126,NaN,357126
224,214957,NaN,214957
225,154311,NaN,154311
226,401747,NaN,401747
227,119533,NaN,119533
228,NaN,NaN,NaN
229,NaN,NaN,NaN
230,NaN,NaN,NaN
231,NaN,NaN,NaN
232,NaN,NaN,NaN
233,NaN,NaN,NaN
234,NaN,NaN,NaN
235,NaN,NaN,NaN
236,NaN,NaN,NaN
237,NaN,NaN,NaN
238,NaN,NaN,NaN
239,NaN,NaN,NaN
240,NaN,NaN,NaN
241,NaN,NaN,NaN
242,NaN,NaN,NaN
243,NaN,NaN,NaN
244,NaN,NaN,NaN
245,NaN,NaN,NaN
246,NaN,NaN,NaN
247,NaN,NaN,NaN
248,NaN,NaN,NaN
249,NaN,NaN,NaN
250,245920,NaN,245920
251,NaN,NaN,NaN
252,189738,NaN,189738
253,88524,NaN,88524
254,150875,NaN,150875
255,131280,NaN,131280
256,185960,NaN,185960
257,208949,NaN,208949
258,374180,NaN,374180
259,123538,NaN,123538
260,183018,NaN,183018
261,185714,NaN,185714
262,243648,NaN,243648
263,302295,NaN,302295
