Idx,myNewStat,yyy,newstat2
75,474240,NaN,474240
76,344612,NaN,344612
77,285855,NaN,285855
78,250029,NaN,250029
79,328775,NaN,328775
80,386239,NaN,386239
81,479195,NaN,479195
82,400218,NaN,400218
83,530810,NaN,530810
84,250994,NaN,250994
85,217288,NaN,217288
86,305894,NaN,305894
87,396103,NaN,396103
88,399360,NaN,399360
89,340963,NaN,340963
90,222360,NaN,222360
91,228431,NaN,228431
92,279190,NaN,279190
93,504982,NaN,504982
94,489217,NaN,489217
95,362095,NaN,362095
96,275388,196.97,275388
97,395655,NaN,395655
98,338762,NaN,338762
99,365277,NaN,365277
100,NaN,NaN,NaN
101,NaN,NaN,NaN
102,NaN,NaN,NaN
103,NaN,NaN,NaN
104,NaN,NaN,NaN
105,NaN,NaN,NaN
106,NaN,NaN,NaN
107,NaN,NaN,NaN
108,NaN,NaN,NaN
109,NaN,NaN,NaN
110,NaN,NaN,NaN
111,NaN,NaN,NaN
112,NaN,NaN,NaN
113,NaN,NaN,NaN
114,NaN,NaN,NaN
115,NaN,NaN,NaN
116,NaN,NaN,NaN
117,NaN,NaN,NaN
118,NaN,NaN,NaN
119,NaN,NaN,NaN
120,NaN,NaN,NaN
121,NaN,NaN,NaN
122,NaN,NaN,NaN
123,NaN,NaN,NaN
124,NaN,NaN,NaN
125,NaN,NaN,NaN
126,NaN,NaN,NaN
127,NaN,NaN,NaN
128,NaN,NaN,NaN
129,NaN,NaN,NaN
130,NaN,NaN,NaN
131,NaN,NaN,NaN
132,NaN,NaN,NaN
133,143321,NaN,143321
134,440140,NaN,440140
135,212564,NaN,212564
136,87923,NaN,87923
137,365618,NaN,365618
138,155300,NaN,155300
139,155687,NaN,155687
140,171602,NaN,171602
141,92892,NaN,92892
142,206253,NaN,206253
143,NaN,NaN,NaN
144,94752,NaN,94752
145,NaN,NaN,NaN
146,115415,NaN,115415
147,149683,NaN,149683
148,216807,NaN,216807
149,69083,NaN,69083
150,175192,NaN,175192
151,119637,NaN,119637
152,111305,NaN,111305
153,30729,NaN,30729
154,69438,NaN,69438
155,72424,NaN,72424
156,274053,NaN,274053
157,NaN,NaN,NaN
158,NaN,NaN,NaN
159,NaN,NaN,NaN
160,NaN,NaN,NaN
161,NaN,NaN,NaN
162,NaN,NaN,NaN
163,NaN,NaN,NaN
164,NaN,NaN,NaN
165,NaN,NaN,NaN
166,NaN,NaN,NaN
167,NaN,NaN,NaN
168,NaN,NaN,NaN
169,NaN,NaN,NaN
170,NaN,NaN,NaN
171,NaN,NaN,NaN
172,NaN,NaN,NaN
173,NaN,NaN,NaN
174,NaN,NaN,NaN
175,NaN,NaN,NaN
176,NaN,NaN,NaN
177,NaN,NaN,NaN
178,NaN,NaN,NaN
179,NaN,NaN,NaN
180,NaN,NaN,NaN
181,NaN,NaN,NaN
182,NaN,NaN,NaN
183,NaN,NaN,NaN
184,NaN,NaN,NaN
185,NaN,NaN,NaN
186,NaN,NaN,NaN
187,NaN,NaN,NaN
188,NaN,NaN,NaN
189,NaN,NaN,NaN
190,NaN,NaN,NaN
191,NaN,NaN,NaN
192,NaN,NaN,NaN
193,NaN,NaN,NaN
194,NaN,NaN,NaN
195,NaN,NaN,NaN
196,NaN,NaN,NaN
197,941747,NaN,941747
198,NaN,NaN,NaN
199,187679,NaN,187679
200,224828,NaN,224828
201,226096,NaN,226096
202,178887,NaN,178887
203,NaN,NaN,NaN
204,387162,NaN,387162
205,418916,NaN,418916
206,130032,NaN,130032
207,262148,NaN,262148
208,366297,NaN,366297
209,185278,NaN,185278
210,192068,NaN,192068
211,430910,NaN,430910
212,347408,NaN,347408
213,403580,NaN,403580
214,240615,NaN,240615
215,312912,NaN,312912
216,191087,NaN,191087
217,190503,NaN,190503
218,409943,NaN,409943
219,300045,NaN,300045
220,387265,NaN,387265
221,405285,NaN,405285
222,128676,NaN,128676
223,230596,NaN,230596
224,221556,NaN,221556
225,316102,NaN,316102
226,296328,NaN,296328
227,352514,NaN,352514
228,NaN,NaN,NaN
229,NaN,NaN,NaN
230,NaN,NaN,NaN
231,155609,NaN,155609
232,92686,NaN,92686
233,NaN,NaN,NaN
234,177352,NaN,177352
235,77692,NaN,77692
236,110625,NaN,110625
237,452681,NaN,452681
238,NaN,NaN,NaN
239,NaN,NaN,NaN
240,NaN,NaN,NaN
241,NaN,NaN,NaN
242,NaN,NaN,NaN
243,NaN,NaN,NaN
244,NaN,NaN,NaN
245,NaN,NaN,NaN
246,NaN,NaN,NaN
247,NaN,NaN,NaN
248,NaN,NaN,NaN
249,NaN,NaN,NaN
250,580532,NaN,580532
251,342566,NaN,342566
252,447861,NaN,447861
253,144076,NaN,144076
254,145014,NaN,145014
255,749487,NaN,749487
256,196376,NaN,196376
257,192947,NaN,192947
258,340375,NaN,340375
259,508202,NaN,508202
260,118995,NaN,118995
261,676734,NaN,676734
262,981226,NaN,981226
263,398919,NaN,398919
264,NaN,NaN,NaN
265,NaN,NaN,NaN
266,NaN,NaN,NaN
267,NaN,NaN,NaN
268,NaN,NaN,NaN
269,NaN,NaN,NaN
270,NaN,NaN,NaN
271,NaN,NaN,NaN
272,NaN,NaN,NaN
273,NaN,NaN,NaN
274,NaN,NaN,NaN
275,NaN,NaN,NaN
276,NaN,NaN,NaN
277,NaN,NaN,NaN
278,NaN,NaN,NaN
279,NaN,NaN,NaN
280,NaN,NaN,NaN
281,NaN,NaN,NaN
282,NaN,NaN,NaN
283,NaN,NaN,NaN
284,NaN,NaN,NaN
285,NaN,NaN,NaN
286,NaN,NaN,NaN
287,NaN,NaN,NaN
288,NaN,NaN,NaN
289,229114,NaN,229114
290,196762,NaN,196762
291,444562,NaN,444562
292,179495,NaN,179495
293,211438,NaN,211438
294,116510,NaN,116510
295,292242,NaN,292242
296,171896,NaN,171896
297,472015,NaN,472015
298,92852,NaN,92852
299,189439,NaN,189439
300,388192,NaN,388192
301,182722,NaN,182722
302,324304,NaN,324304
303,345760,NaN,345760
304,NaN,NaN,NaN
305,574704,NaN,574704
306,845586,NaN,845586
307,249902,NaN,249902
