stack=rr30a_s5;stackdb=rr30a_s5_db2;saveTime=3590469147.596000;version=20151224;numHeaderRow=5;
On,Idx,sID,gID,start,stop,n,um,nObj,r,c,flipDendrite,flipSpines,swcFile,startIs,stopIs,
,0,0,NaN,0,684,685,83.5,52,0.35,57,0,0,,,,
,1,1,NaN,685,1093,409,54.2,20,0.35,57,0,0,,,,
,2,2,NaN,1094,1626,533,67.9,35,0.35,57,0,0,,,,
,3,3,NaN,1627,1846,220,28.4,11,0.3,57,0,0,,,,
,4,4,NaN,1847,2071,225,29.6,17,0.3,57,0,0,,,,
node,type,x,y,z,zFloor,radius,radiusFit,prevNode,ID,gID,tx,ty,tz,sDist,pDist,Filament,SetID,GroupID,sDist3d,pDist3d
NaN,NaN,56.880001,27.840000,32.000000,32.000000,NaN,NaN,114.000000,0.000000,NaN,NaN,NaN,NaN,14.711758,14.711758,NaN,NaN,NaN,18.132710,18.132710,
NaN,NaN,57.000000,27.840000,32.000000,32.000000,NaN,NaN,115.000000,0.000000,NaN,NaN,NaN,NaN,14.831757,14.831757,NaN,NaN,NaN,18.252708,18.252708,
NaN,NaN,57.119999,27.840000,32.000000,32.000000,NaN,NaN,116.000000,0.000000,NaN,NaN,NaN,NaN,14.951756,14.951756,NaN,NaN,NaN,18.372707,18.372707,
NaN,NaN,57.240002,27.840000,32.000000,32.000000,NaN,NaN,117.000000,0.000000,NaN,NaN,NaN,NaN,15.071758,15.071758,NaN,NaN,NaN,18.492710,18.492710,
NaN,NaN,57.360001,27.840000,32.000000,32.000000,NaN,NaN,118.000000,0.000000,NaN,NaN,NaN,NaN,15.191757,15.191757,NaN,NaN,NaN,18.612709,18.612709,
NaN,NaN,57.480000,27.840000,32.000000,32.000000,NaN,NaN,119.000000,0.000000,NaN,NaN,NaN,NaN,15.311756,15.311756,NaN,NaN,NaN,18.732708,18.732708,
NaN,NaN,57.599998,27.840000,32.000000,32.000000,NaN,NaN,120.000000,0.000000,NaN,NaN,NaN,NaN,15.431755,15.431755,NaN,NaN,NaN,18.852707,18.852707,
NaN,NaN,57.599998,27.840000,32.000000,32.000000,NaN,NaN,121.000000,0.000000,NaN,NaN,NaN,NaN,15.431755,15.431755,NaN,NaN,NaN,18.852707,18.852707,
NaN,NaN,57.720001,27.840000,32.000000,32.000000,NaN,NaN,122.000000,0.000000,NaN,NaN,NaN,NaN,15.551758,15.551758,NaN,NaN,NaN,18.972710,18.972710,
NaN,NaN,57.840000,27.719999,32.000000,32.000000,NaN,NaN,123.000000,0.000000,NaN,NaN,NaN,NaN,15.721463,15.721463,NaN,NaN,NaN,19.142416,19.142416,
NaN,NaN,57.959999,27.719999,32.000000,32.000000,NaN,NaN,124.000000,0.000000,NaN,NaN,NaN,NaN,15.841462,15.841462,NaN,NaN,NaN,19.262415,19.262415,
NaN,NaN,58.080002,27.719999,32.000000,32.000000,NaN,NaN,125.000000,0.000000,NaN,NaN,NaN,NaN,15.961465,15.961465,NaN,NaN,NaN,19.382418,19.382418,
